METERHEAD;R_MF_9A_6P;R_MF_6P_10;R_SA_9A_6P;R_SA_6P_10;R_SU_9A_6P;R_SU_6P_10;RATE_MISC;TIMEINEFFE;T_MF_9A_6P;T_MF_6P_10;T_SA_9A_6P;T_SA_6P_10;T_SU_9A_6P;T_SU_6P_10;TIME_MISC;CREDITCARD;PAY_PHONE;Geom;Geo Local Area;METERID
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51156;"{""coordinates"": [-123.21047404248714, 49.26392858168488], ""type"": ""Point""}";West Point Grey;D04523
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53257;"{""coordinates"": [-123.21047404248714, 49.26392858168488], ""type"": ""Point""}";West Point Grey;D04525
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52044;"{""coordinates"": [-123.2106386588664, 49.26393083633494], ""type"": ""Point""}";West Point Grey;D04529
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51217;"{""coordinates"": [-123.21097184101279, 49.26393642614082], ""type"": ""Point""}";West Point Grey;D04537
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51973;"{""coordinates"": [-123.12652523373558, 49.26185460411362], ""type"": ""Point""}";Fairview;842618
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52201;"{""coordinates"": [-123.1265298706531, 49.261743724080205], ""type"": ""Point""}";Fairview;842622
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56139;"{""coordinates"": [-123.15453044114018, 49.26394575031175], ""type"": ""Point""}";Kitsilano;302121
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63821;;;510420
Pay Station;$5.00;$2.00;$5.00;$2.00;$5.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;67093;"{""coordinates"": [-123.09748506442565, 49.27859501911232], ""type"": ""Point""}";Strathcona;420241C
Pay Station;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;67226;"{""coordinates"": [-123.09711004893167, 49.27813100356806], ""type"": ""Point""}";Strathcona;500709C
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56111;"{""coordinates"": [-123.16279264613337, 49.26407718552593], ""type"": ""Point""}";Kitsilano;302505
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62153;"{""coordinates"": [-123.12450180593045, 49.28771764774292], ""type"": ""Point""}";Downtown;660605
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60463;"{""coordinates"": [-123.12450842811374, 49.28755145485606], ""type"": ""Point""}";Downtown;660612
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63838;"{""coordinates"": [-123.12829727997688, 49.28834773645356], ""type"": ""Point""}";West End;201319
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62940;"{""coordinates"": [-123.12842503917999, 49.288430143196095], ""type"": ""Point""}";West End;201325
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62830;"{""coordinates"": [-123.12821415931646, 49.288111858453895], ""type"": ""Point""}";West End;201316
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61790;"{""coordinates"": [-123.12859421341277, 49.2883572740982], ""type"": ""Point""}";West End;201330
Single;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62388;"{""coordinates"": [-123.13025943167143, 49.289435413788986], ""type"": ""Point""}";West End;201502
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61950;"{""coordinates"": [-123.1304923993603, 49.28958590993756], ""type"": ""Point""}";West End;201510
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54547;"{""coordinates"": [-123.11875197036896, 49.26319243671283], ""type"": ""Point""}";Fairview;300626
Twin;$4.00;$7.00;$4.00;$7.00;$4.00;$7.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62992;"{""coordinates"": [-123.1228650246709, 49.2754301146277], ""type"": ""Point""}";Downtown;581138
Twin;$4.00;$7.00;$4.00;$7.00;$4.00;$7.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61630;"{""coordinates"": [-123.1220247436608, 49.27616216090068], ""type"": ""Point""}";Downtown;581107
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65885;"{""coordinates"": [-123.12084928827247, 49.279305423217906], ""type"": ""Point""}";Downtown;600914
Twin;$5.00;$3.00;$5.00;$3.00;$5.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61259;"{""coordinates"": [-123.1096338160906, 49.28395132916176], ""type"": ""Point""}";Downtown;040309
Twin;$5.00;$3.00;$5.00;$3.00;$5.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64228;"{""coordinates"": [-123.10944975743354, 49.28363562909581], ""type"": ""Point""}";Downtown;040306
Twin;$6.00;$6.00;$6.00;$6.00;$6.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;66456;"{""coordinates"": [-123.10701477053135, 49.283918145479305], ""type"": ""Point""}";Downtown;180116
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56547;"{""coordinates"": [-123.14687667135603, 49.27164350931265], ""type"": ""Point""}";Kitsilano;981807
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;57604;"{""coordinates"": [-123.14706497424064, 49.27164760548073], ""type"": ""Point""}";Kitsilano;981811
Pay Station;$6.00;$4.00;$6.00;$4.00;$6.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;61478;"{""coordinates"": [-123.12409909059606, 49.28562702756577], ""type"": ""Point""}";West End;201105
Twin Bay Single;$8.00;$7.00;$8.00;$7.00;$8.00;$7.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;64683;"{""coordinates"": [-123.11913129302451, 49.28780809769662], ""type"": ""Point""}";Downtown;061041
Twin;$5.00;$2.00;$5.00;$2.00;$5.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65774;"{""coordinates"": [-123.1240128099765, 49.28805802903027], ""type"": ""Point""}";Downtown;660511
Twin;$8.00;$8.00;$8.00;$8.00;$8.00;$8.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;66858;"{""coordinates"": [-123.11600087289062, 49.28819736419504], ""type"": ""Point""}";Downtown;021004
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;65614;"{""coordinates"": [-123.12544846360831, 49.27675857246912], ""type"": ""Point""}";Downtown;160605
Twin;$2.00;$5.00;$2.00;$5.00;$2.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65395;"{""coordinates"": [-123.10494973316972, 49.283667877751256], ""type"": ""Point""}";Downtown;180009
Twin;$2.00;$5.00;$2.00;$5.00;$2.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65765;"{""coordinates"": [-123.10512180726417, 49.28369569633173], ""type"": ""Point""}";Downtown;180013
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52668;"{""coordinates"": [-123.14403026739899, 49.26454364532362], ""type"": ""Point""}";Fairview;B81710
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65589;"{""coordinates"": [-123.12425214589125, 49.28855846997702], ""type"": ""Point""}";Downtown;081216
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61838;"{""coordinates"": [-123.12470300389047, 49.28870000001848], ""type"": ""Point""}";Downtown;081226
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;63569;"{""coordinates"": [-123.13204063842485, 49.29057509466444], ""type"": ""Point""}";West End;201608
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56081;"{""coordinates"": [-123.15537218428192, 49.26416113610665], ""type"": ""Point""}";Kitsilano;952417
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56063;"{""coordinates"": [-123.15520260585474, 49.264162623349726], ""type"": ""Point""}";Kitsilano;952418
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;56312;"{""coordinates"": [-123.03544618419625, 49.23408078530246], ""type"": ""Point""}";Renfrew-Collingwood;993309
Twin;$2.00;$3.00;$2.00;$3.00;$2.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54010;"{""coordinates"": [-123.10141091644218, 49.245271049659635], ""type"": ""Point""}";Riley Park;514411
Twin;$2.00;$6.00;$2.00;$6.00;$2.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;57997;"{""coordinates"": [-123.15545775342746, 49.27252431829013], ""type"": ""Point""}";Kitsilano;CW2208
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;57899;"{""coordinates"": [-123.10091962528347, 49.25978104457846], ""type"": ""Point""}";Mount Pleasant;512814
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64831;"{""coordinates"": [-123.12678712561066, 49.28931070780542], ""type"": ""Point""}";Downtown;081324
Twin;$6.00;$1.00;$6.00;$1.00;$6.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51075;"{""coordinates"": [-123.1288957655179, 49.263695551823346], ""type"": ""Point""}";Fairview;852420
Twin;$6.00;$1.00;$6.00;$1.00;$6.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51644;"{""coordinates"": [-123.12905653558786, 49.264048254315256], ""type"": ""Point""}";Fairview;852407
Twin;$6.00;$1.00;$6.00;$1.00;$6.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53722;"{""coordinates"": [-123.1399448324804, 49.263507830476975], ""type"": ""Point""}";Fairview;301518
Single;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56086;"{""coordinates"": [-123.15060617952382, 49.263988703064165], ""type"": ""Point""}";Kitsilano;922417
Twin;$4.00;$3.00;$4.00;$3.00;$4.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52565;"{""coordinates"": [-123.15649562692155, 49.268276725035676], ""type"": ""Point""}";Kitsilano;B42225
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;57296;"{""coordinates"": [-123.14727544735581, 49.27165053069587], ""type"": ""Point""}";Kitsilano;981817
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;66040;"{""coordinates"": [-123.12577233688017, 49.276976857388675], ""type"": ""Point""}";Downtown;160613
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;66005;"{""coordinates"": [-123.12577233688017, 49.276976857388675], ""type"": ""Point""}";Downtown;160615
Twin;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50330;"{""coordinates"": [-123.06992025067467, 49.26067893612598], ""type"": ""Point""}";Kensington-Cedar Cottage;6C2619
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52341;"{""coordinates"": [-123.069929558235, 49.2602336136454], ""type"": ""Point""}";Kensington-Cedar Cottage;6C2703
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56189;"{""coordinates"": [-123.10397261202766, 49.26307473093545], ""type"": ""Point""}";Mount Pleasant;310017
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56183;"{""coordinates"": [-123.10379486046949, 49.26307090587739], ""type"": ""Point""}";Mount Pleasant;310021
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52079;"{""coordinates"": [-123.1575931841253, 49.26366310379859], ""type"": ""Point""}";Kitsilano;962502
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51529;"{""coordinates"": [-123.13168129250896, 49.26339938287385], ""type"": ""Point""}";Fairview;301202
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51994;"{""coordinates"": [-123.13185328950858, 49.263403603368104], ""type"": ""Point""}";Fairview;301208
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53497;"{""coordinates"": [-123.15569322696496, 49.263782923196075], ""type"": ""Point""}";Kitsilano;302204
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52547;"{""coordinates"": [-123.14403339853575, 49.26377769954255], ""type"": ""Point""}";Fairview;301711
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;56190;"{""coordinates"": [-123.14260561546875, 49.26969170264066], ""type"": ""Point""}";Fairview;B21636
Twin;$2.00;$3.00;$2.00;$3.00;$2.00;$3.00;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63655;"{""coordinates"": [-123.11563706305523, 49.27856493934793], ""type"": ""Point""}";Downtown;120212
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53176;"{""coordinates"": [-123.11606039264497, 49.265048274063034], ""type"": ""Point""}";Fairview;B70521
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53201;"{""coordinates"": [-123.1162383158505, 49.265051522376716], ""type"": ""Point""}";Fairview;B70523
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53147;"{""coordinates"": [-123.11641733766245, 49.26505433753968], ""type"": ""Point""}";Fairview;B70527
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;50138;"{""coordinates"": [-123.15978253678163, 49.268463536334494], ""type"": ""Point""}";Kitsilano;971918
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54426;"{""coordinates"": [-123.10082527516987, 49.26220946480583], ""type"": ""Point""}";Mount Pleasant;512516
Twin;$3.00;$3.00;$3.00;$3.00;$3.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61446;"{""coordinates"": [-123.12003329791648, 49.280018476236584], ""type"": ""Point""}";Downtown;600829
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64523;"{""coordinates"": [-123.1208711235742, 49.27946373357225], ""type"": ""Point""}";Downtown;600907
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62806;"{""coordinates"": [-123.12110793871082, 49.27930727527983], ""type"": ""Point""}";Downtown;600913
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62884;"{""coordinates"": [-123.12140393926978, 49.27911068079131], ""type"": ""Point""}";Downtown;600923
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;Yes;69949;"{""coordinates"": [-123.13831915837864, 49.28401877113364], ""type"": ""Point""}";West End;691215
Twin;$2.00;$3.00;$2.00;$3.00;$2.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54988;"{""coordinates"": [-123.10114683065545, 49.244989388506106], ""type"": ""Point""}";Riley Park;514420
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;65779;"{""coordinates"": [-123.1224050693103, 49.27389453027562], ""type"": ""Point""}";Downtown;321213
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;65440;"{""coordinates"": [-123.12288523102136, 49.273768627658235], ""type"": ""Point""}";Downtown;321227
Twin;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;63737;"{""coordinates"": [-123.12790159081591, 49.29146148295774], ""type"": ""Point""}";Downtown;331515
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;50221;"{""coordinates"": [-123.1599701857156, 49.26793714734045], ""type"": ""Point""}";Kitsilano;972005
Single Motorbike;$4.00;$4.00;$4.00;$4.00;$4.00;$4.00;$4.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No;66436;"{""coordinates"": [-123.1171886067797, 49.28433599607934], ""type"": ""Point""}";Downtown;620598
Twin Bay Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;Yes;61122;"{""coordinates"": [-123.13151559403669, 49.277405605374874], ""type"": ""Point""}";Downtown;641324
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50670;"{""coordinates"": [-123.16058744925269, 49.23458214678347], ""type"": ""Point""}";Kerrisdale;K12312
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;53005;"{""coordinates"": [-123.10848260170393, 49.2631820890437], ""type"": ""Point""}";Mount Pleasant;300133
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;$2.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;65791;"{""coordinates"": [-123.1228725832821, 49.289474492745754], ""type"": ""Point""}";Downtown;041212
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53588;"{""coordinates"": [-123.14306710448867, 49.26376261876117], ""type"": ""Point""}";Fairview;301643
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;56359;"{""coordinates"": [-123.03504619777252, 49.233873602800024], ""type"": ""Point""}";Renfrew-Collingwood;993321
Single Motorbike;$1.00;$1.50;$1.00;$1.50;$1.00;$1.50;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No;66400;"{""coordinates"": [-123.10477875804996, 49.27919393929889], ""type"": ""Point""}";Downtown;400094
Single Motorbike;$ .50;$ .50;$ .50;$ .50;$ .50;$ .50;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No;56552;"{""coordinates"": [-123.10673162107457, 49.2632014133684], ""type"": ""Point""}";Mount Pleasant;762498
