index,METERHEAD,R_MF_9A_6P,R_MF_6P_10,R_SA_9A_6P,R_SA_6P_10,R_SU_9A_6P,R_SU_6P_10,RATE_MISC,TIMEINEFFE,T_MF_9A_6P,T_MF_6P_10,T_SA_9A_6P,T_SA_6P_10,T_SU_9A_6P,T_SU_6P_10,TIME_MISC,CREDITCARD,PAY_PHONE,Geom,Geo Local Area,METERID,latln,level_0
3374,Twin,$4.00,$1.00,$4.00,$1.00,$4.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50599,"{""coordinates"": [-123.11646077183251, 49.26232097439683], ""type"": ""Point""}",Fairview,"('D00527', 'D00525')","(49.26232097439683, -123.11646077183251)",2530.0
2643,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,56087,"{""coordinates"": [-123.15045658281436, 49.26350981318447], ""type"": ""Point""}",Kitsilano,"('922504', '922506')","(49.26350981318447, -123.15045658281436)",2023.0
1952,Twin,$1.00,$3.00,$1.00,$3.00,$1.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54862,"{""coordinates"": [-123.10122788137438, 49.248169267104025], ""type"": ""Point""}",Riley Park,"('514119', '514117')","(49.248169267104025, -123.10122788137438)",1462.0
65,Twin,$4.00,$1.00,$4.00,$1.00,$4.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51380,"{""coordinates"": [-123.13463291830384, 49.26439242525586], ""type"": ""Point""}",Fairview,"('B81318', 'B81316')","(49.26439242525586, -123.13463291830384)",57.0
102,Twin,$1.00,$2.00,$1.00,$2.00,$1.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,65539,"{""coordinates"": [-123.12603162146296, 49.275877938731035], ""type"": ""Point""}",Downtown,"('601222', '601224')","(49.275877938731035, -123.12603162146296)",88.0
1318,Twin,$5.00,$1.00,$5.00,$1.00,$5.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,62481,"{""coordinates"": [-123.12360964991403, 49.286167406399855], ""type"": ""Point""}",Downtown,"('111113', '111115')","(49.286167406399855, -123.12360964991403)",963.0
943,Twin,$6.00,$1.00,$6.00,$1.00,$6.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51440,"{""coordinates"": [-123.12459916021125, 49.26423017277469], ""type"": ""Point""}",Fairview,"('B80906', 'B80904')","(49.26423017277469, -123.12459916021125)",664.0
489,Twin,$4.00,$5.00,$4.00,$5.00,$4.00,$5.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,64268,"{""coordinates"": [-123.11631383463241, 49.278659204240405], ""type"": ""Point""}",Downtown,"('570807', '570805')","(49.278659204240405, -123.11631383463241)",295.0
4135,Twin,$4.00,$4.00,$4.00,$4.00,$4.00,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,63229,"{""coordinates"": [-123.13023044851074, 49.277146524393146], ""type"": ""Point""}",Downtown,"('631309', '631307')","(49.277146524393146, -123.13023044851074)",3142.0
2690,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,56221,"{""coordinates"": [-123.09751962779818, 49.26289587496002], ""type"": ""Point""}",Mount Pleasant,"('310329', '310327')","(49.26289587496002, -123.09751962779818)",2060.0
2071,Twin,$3.00,$2.00,$3.00,$2.00,$3.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,60891,"{""coordinates"": [-123.12470542847855, 49.2743880742775], ""type"": ""Point""}",Downtown,"('581239', '581241')","(49.2743880742775, -123.12470542847855)",1563.0
4590,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,56121,"{""coordinates"": [-123.15729513888776, 49.26398972116785], ""type"": ""Point""}",Kitsilano,"('302243', '302241')","(49.26398972116785, -123.15729513888776)",3493.0
3479,Twin,$3.00,$1.00,$3.00,$1.00,$3.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50693,"{""coordinates"": [-123.15590325137113, 49.23549884694501], ""type"": ""Point""}",Arbutus-Ridge,"('K02106', 'K02104')","(49.23549884694501, -123.15590325137113)",2621.0
6923,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,64972,"{""coordinates"": [-123.13063092571375, 49.288457975316746], ""type"": ""Point""}",West End,"('121415', '121417')","(49.288457975316746, -123.13063092571375)",5276.0
237,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,66825,"{""coordinates"": [-123.12567201174936, 49.274648598166436], ""type"": ""Point""}",Downtown,"('170416', '170414')","(49.274648598166436, -123.12567201174936)",185.0
1211,Twin,$3.00,$3.00,$3.00,$3.00,$3.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,65823,"{""coordinates"": [-123.1194330696101, 49.28024302421915], ""type"": ""Point""}",Downtown,"('600818', '600816')","(49.28024302421915, -123.1194330696101)",892.0
1480,Twin,$4.00,$1.00,$4.00,$1.00,$4.00,$1.00,$2.00,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,65791,"{""coordinates"": [-123.1228725832821, 49.289474492745754], ""type"": ""Point""}",Downtown,"('041212', '041214')","(49.289474492745754, -123.1228725832821)",1100.0
1955,Twin,$4.00,$4.00,$4.00,$4.00,$4.00,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54813,"{""coordinates"": [-123.10107953626617, 49.24653822874859], ""type"": ""Point""}",Riley Park,"('514302', '514304')","(49.24653822874859, -123.10107953626617)",1465.0
4626,Twin,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,65243,"{""coordinates"": [-123.11795375538678, 49.28872635404636], ""type"": ""Point""}",Downtown,"('021048', '021046')","(49.28872635404636, -123.11795375538678)",3520.0
86,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51534,"{""coordinates"": [-123.06959505026984, 49.2764364417156], ""type"": ""Point""}",Grandview-Woodland,"('6C0901', '6C0903')","(49.2764364417156, -123.06959505026984)",75.0
5491,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50709,"{""coordinates"": [-123.16126522199283, 49.234365892214974], ""type"": ""Point""}",Kerrisdale,"('975706', '975704')","(49.234365892214974, -123.16126522199283)",4115.0
1359,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,53617,"{""coordinates"": [-123.13830569590093, 49.26649396358664], ""type"": ""Point""}",Fairview,"('612104', '612106')","(49.26649396358664, -123.13830569590093)",992.0
1036,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54600,"{""coordinates"": [-123.14452377595475, 49.26466077632757], ""type"": ""Point""}",Fairview,"('B81713', 'B81715')","(49.26466077632757, -123.14452377595475)",743.0
4221,Twin,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,50223,"{""coordinates"": [-123.17599357623382, 49.263887084721404], ""type"": ""Point""}",Kitsilano,"('9M2507', '9M2505')","(49.263887084721404, -123.17599357623382)",3207.0
3680,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,52301,"{""coordinates"": [-123.13975600188492, 49.26458568483086], ""type"": ""Point""}",Fairview,"('B81521', 'B81519')","(49.26458568483086, -123.13975600188492)",2781.0
1768,Twin,$4.00,$4.00,$4.00,$4.00,$4.00,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,67144,"{""coordinates"": [-123.13070684395873, 49.2766419052371], ""type"": ""Point""}",Downtown,"('631330', '631332')","(49.2766419052371, -123.13070684395873)",1321.0
193,Twin,$3.00,$1.00,$3.00,$1.00,$3.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,52725,"{""coordinates"": [-123.15896990118975, 49.234698308897066], ""type"": ""Point""}",Arbutus-Ridge,"('K12223', 'K12225')","(49.234698308897066, -123.15896990118975)",149.0
3123,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51230,"{""coordinates"": [-123.14457640006114, 49.268841231085965], ""type"": ""Point""}",Fairview,"('B31724', 'B31722')","(49.268841231085965, -123.14457640006114)",2334.0
1249,Twin,$3.00,$3.00,$3.00,$3.00,$3.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,66313,"{""coordinates"": [-123.1327835233244, 49.289216468072304], ""type"": ""Point""}",West End,"('700809', '700811')","(49.289216468072304, -123.1327835233244)",915.0
5172,Twin,$4.00,$1.00,$4.00,$1.00,$4.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50106,"{""coordinates"": [-123.11831713876406, 49.26413090294043], ""type"": ""Point""}",Fairview,"('B80616', 'B80614')","(49.26413090294043, -123.11831713876406)",3856.0
209,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54227,"{""coordinates"": [-123.15304885480901, 49.2632118873271], ""type"": ""Point""}",Kitsilano,"('772515', '772513')","(49.2632118873271, -123.15304885480901)",162.0
5221,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,62303,"{""coordinates"": [-123.1265549204288, 49.28939946578923], ""type"": ""Point""}",Downtown,"('081323', '081321')","(49.28939946578923, -123.1265549204288)",3897.0
11,Twin,$5.00,$5.00,$5.00,$5.00,$5.00,$5.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,63308,"{""coordinates"": [-123.12404929598569, 49.28401423740579], ""type"": ""Point""}",West End,"('121034', '121032')","(49.28401423740579, -123.12404929598569)",8.0
1975,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,65220,"{""coordinates"": [-123.123925364631, 49.289073011639935], ""type"": ""Point""}",Downtown,"('061218', '061220')","(49.289073011639935, -123.123925364631)",1479.0
1187,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,52497,"{""coordinates"": [-123.14084118187708, 49.2639650471476], ""type"": ""Point""}",Fairview,"('892418', '892416')","(49.2639650471476, -123.14084118187708)",871.0
2386,Twin,$6.00,$5.00,$6.00,$5.00,$6.00,$5.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,61110,"{""coordinates"": [-123.10696949524414, 49.28274415512932], ""type"": ""Point""}",Downtown,"('540301', '540303')","(49.28274415512932, -123.10696949524414)",1820.0
1460,Twin,$2.00,$3.00,$2.00,$3.00,$2.00,$3.00,$1.00,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,63655,"{""coordinates"": [-123.11563706305523, 49.27856493934793], ""type"": ""Point""}",Downtown,"('120212', '120214')","(49.27856493934793, -123.11563706305523)",1083.0
3702,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,53581,"{""coordinates"": [-123.15288071957642, 49.26253163131425], ""type"": ""Point""}",Kitsilano,"('772606', '772608')","(49.26253163131425, -123.15288071957642)",2796.0
5152,Twin,$7.00,$2.00,$7.00,$2.00,$7.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51827,"{""coordinates"": [-123.12188917077886, 49.26381298731617], ""type"": ""Point""}",Fairview,"('822411', '822409')","(49.26381298731617, -123.12188917077886)",3838.0
854,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,56235,"{""coordinates"": [-123.10134199742059, 49.25717916909325], ""type"": ""Point""}",Mount Pleasant,"('513107', '513109')","(49.25717916909325, -123.10134199742059)",593.0
5456,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50544,"{""coordinates"": [-123.14486123192748, 49.264667010183544], ""type"": ""Point""}",Fairview,"('B81721', 'B81723')","(49.264667010183544, -123.14486123192748)",4083.0
1820,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,63809,"{""coordinates"": [-123.12960320942979, 49.28901048234802], ""type"": ""Point""}",West End,"('201418', '201416')","(49.28901048234802, -123.12960320942979)",1359.0
979,Twin,$5.00,$6.00,$5.00,$6.00,$5.00,$6.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,52278,"{""coordinates"": [-123.14910965966511, 49.268160011226726], ""type"": ""Point""}",Kitsilano,"('B41921', 'B41923')","(49.268160011226726, -123.14910965966511)",695.0
2054,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,64620,"{""coordinates"": [-123.122878301878, 49.27300468241249], ""type"": ""Point""}",Downtown,"('170133', '170135')","(49.27300468241249, -123.122878301878)",1546.0
2519,Twin,$7.00,$1.00,$7.00,$1.00,$7.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51382,"{""coordinates"": [-123.12311344814452, 49.26344180638414], ""type"": ""Point""}",Fairview,"('300823', '300825')","(49.26344180638414, -123.12311344814452)",1928.0
1932,Twin,$4.00,$5.00,$4.00,$5.00,$4.00,$5.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,62158,"{""coordinates"": [-123.11645663223791, 49.27840918321963], ""type"": ""Point""}",Downtown,"('570816', '570814')","(49.27840918321963, -123.11645663223791)",1448.0
5242,Twin,$4.00,$5.00,$4.00,$5.00,$4.00,$5.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,60942,"{""coordinates"": [-123.10913713443632, 49.28442123946835], ""type"": ""Point""}",Downtown,"('180305', '180307')","(49.28442123946835, -123.10913713443632)",3916.0
4929,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,64823,"{""coordinates"": [-123.12663861647415, 49.27438724901346], ""type"": ""Point""}",Downtown,"('591315', '591317')","(49.27438724901346, -123.12663861647415)",3660.0
1118,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54378,"{""coordinates"": [-123.13790634806767, 49.266113494060185], ""type"": ""Point""}",Fairview,"('B61434', 'B61432')","(49.266113494060185, -123.13790634806767)",815.0
7672,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51149,"{""coordinates"": [-123.14803118173909, 49.26406978542449], ""type"": ""Point""}",Kitsilano,"('912412', '912414')","(49.26406978542449, -123.14803118173909)",5880.0
3475,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54034,"{""coordinates"": [-123.14271852305538, 49.26375684316952], ""type"": ""Point""}",Fairview,"('301635', '301633')","(49.26375684316952, -123.14271852305538)",2617.0
5185,Twin,$4.00,$1.00,$4.00,$1.00,$4.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,52299,"{""coordinates"": [-123.13425832701567, 49.264386213679344], ""type"": ""Point""}",Fairview,"('B81308', 'B81310')","(49.264386213679344, -123.13425832701567)",3869.0
3188,Twin,$1.00,$2.00,$1.00,$2.00,$1.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,52023,"{""coordinates"": [-123.17718942123226, 49.26430567509147], ""type"": ""Point""}",Kitsilano,"('303223', '303225')","(49.26430567509147, -123.17718942123226)",2381.0
3199,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,53599,"{""coordinates"": [-123.15406172802723, 49.23447667717434], ""type"": ""Point""}",Kerrisdale,"('K12040', 'K12038')","(49.23447667717434, -123.15406172802723)",2391.0
1661,Twin,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,50168,"{""coordinates"": [-123.17580939627047, 49.26398741883513], ""type"": ""Point""}",Kitsilano,"('9M2502', '9M2504')","(49.26398741883513, -123.17580939627047)",1244.0
2072,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,61270,"{""coordinates"": [-123.12514903272461, 49.27410395832436], ""type"": ""Point""}",Downtown,"('581303', '581301')","(49.27410395832436, -123.12514903272461)",1564.0
5381,Twin,$3.00,$5.00,$3.00,$5.00,$3.00,$5.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,50076,"{""coordinates"": [-123.14718632436809, 49.267957818482195], ""type"": ""Point""}",Kitsilano,"('B41832', 'B41830')","(49.267957818482195, -123.14718632436809)",4017.0
4931,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,53095,"{""coordinates"": [-123.13048273225887, 49.26355847361447], ""type"": ""Point""}",Fairview,"('301125', '301127')","(49.26355847361447, -123.13048273225887)",3661.0
1119,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,54517,"{""coordinates"": [-123.13774202772352, 49.26623872339807], ""type"": ""Point""}",Fairview,"('B61429', 'B61431')","(49.26623872339807, -123.13774202772352)",816.0
2294,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,56112,"{""coordinates"": [-123.16315728492812, 49.264082608025824], ""type"": ""Point""}",Kitsilano,"('302511', '302513')","(49.264082608025824, -123.16315728492812)",1741.0
1185,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51086,"{""coordinates"": [-123.1352280272932, 49.263456345700156], ""type"": ""Point""}",Fairview,"('301332', '301330')","(49.263456345700156, -123.1352280272932)",869.0
1755,Twin,$6.00,$7.00,$6.00,$7.00,$6.00,$7.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,63577,"{""coordinates"": [-123.10657644663998, 49.283672613519386], ""type"": ""Point""}",Downtown,"('540203', '540205')","(49.283672613519386, -123.10657644663998)",1310.0
1402,Twin,$3.00,$1.00,$3.00,$1.00,$3.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,56139,"{""coordinates"": [-123.15453044114018, 49.26394575031175], ""type"": ""Point""}",Kitsilano,"('302121', '302123')","(49.26394575031175, -123.15453044114018)",1032.0
1370,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,54773,"{""coordinates"": [-123.11364182643426, 49.26708667928576], ""type"": ""Point""}",Mount Pleasant,"('B20422', 'B20420')","(49.26708667928576, -123.11364182643426)",1002.0
2279,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,56217,"{""coordinates"": [-123.10127597189994, 49.25909772630032], ""type"": ""Point""}",Mount Pleasant,"('512905', '512903')","(49.25909772630032, -123.10127597189994)",1728.0
3676,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,52917,"{""coordinates"": [-123.11177941246683, 49.26655270588332], ""type"": ""Point""}",Mount Pleasant,"('B50320', 'B50322')","(49.26655270588332, -123.11177941246683)",2777.0
2919,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51171,"{""coordinates"": [-123.13325427645879, 49.263603866532335], ""type"": ""Point""}",Fairview,"('301239', '301241')","(49.263603866532335, -123.13325427645879)",2165.0
1442,Twin,$6.00,$1.00,$6.00,$1.00,$6.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51075,"{""coordinates"": [-123.1288957655179, 49.263695551823346], ""type"": ""Point""}",Fairview,"('852420', '852418')","(49.263695551823346, -123.1288957655179)",1066.0
2000,Twin,$2.00,$4.00,$2.00,$4.00,$2.00,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,64796,"{""coordinates"": [-123.12783609034452, 49.28647335735416], ""type"": ""Point""}",West End,"('121218', '121220')","(49.28647335735416, -123.12783609034452)",1501.0
546,Twin,$1.00,$2.00,$1.00,$2.00,$1.00,$2.00,$ .50,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54633,"{""coordinates"": [-123.06981177791418, 49.266295994437556], ""type"": ""Point""}",Grandview-Woodland,"('6C2009', '6C2011')","(49.266295994437556, -123.06981177791418)",345.0
1090,Twin,$3.00,$1.00,$3.00,$1.00,$3.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50923,"{""coordinates"": [-123.10546313976553, 49.26734160405774], ""type"": ""Point""}",Mount Pleasant,"('B40014', 'B40016')","(49.26734160405774, -123.10546313976553)",790.0
1920,Twin,$6.00,$7.00,$6.00,$7.00,$6.00,$7.00,,,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,61086,"{""coordinates"": [-123.119550730856, 49.27615690328896], ""type"": ""Point""}",Downtown,"('291018', '291020')","(49.27615690328896, -123.119550730856)",1438.0
4449,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,53673,"{""coordinates"": [-123.1155287026411, 49.2541358238924], ""type"": ""Point""}",South Cambie,"('D90501', 'D90503')","(49.2541358238924, -123.1155287026411)",3381.0
